StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q23,Q40,Q25,Q27,Q29,Q29_10_TEXT,Q31,Q33,Q27,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,allocation_1,allocation_2,allocation_3,allocation_4,allocation_5,variance,hint
2019-01-17 12:25:45,2019-01-17 12:27:21,IP Address,75.129.96.190,57,96,False,2019-01-24 12:27:49,R_2xWqav0RqPSQ9SU,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3fd3121580e900012312ec,Female,25,No,,United States of America,5,High school,,,,,,,,,,,2,2
2019-01-17 12:25:16,2019-01-17 12:29:31,IP Address,98.226.33.74,57,255,False,2019-01-24 12:29:44,R_DvCidhg7QrSqxhf,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3fce106d874c0001be0f1b,Male,23,No,,United States of America,Less than 1,High school,,,,,,,,,,,1,3
2019-01-17 12:27:39,2019-01-17 12:30:32,IP Address,100.16.36.227,57,172,False,2019-01-24 12:30:43,R_2OMUdyznYOkl4wn,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3d5163ababef0001604533,Male,27,Other (please specify),Gujarati,United States of America,7,Undergraduate degree,,,,,,,,,,,2,2
2019-01-17 12:33:18,2019-01-17 12:34:50,IP Address,64.217.144.58,57,92,False,2019-01-24 12:34:57,R_3Gx38mwZ8oGZmmt,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3d3ffe337ac90001a4c341,Female,27,No,,United States of America,3,Undergraduate degree,,,,,,,,,,,1,3
2019-01-17 12:33:40,2019-01-17 12:35:56,IP Address,86.5.79.210,57,135,False,2019-01-24 12:36:27,R_881JD9zsNWe57LH,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",577f04836475d400015a8228,Male,24,No,,United Kingdom of Great Britain and Northern Ireland,Less than 1,None,,,,,,,,,,,2,2
2019-01-17 12:15:20,2019-01-17 22:07:26,IP Address,174.59.172.180,57,35526,False,2019-01-24 22:07:31,R_Ayx6E0vaCI2bn0Z,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c1bfd1555b2d7000145b4ea,Female,40,No,,United States of America,More than 10,High school,,,,,,,,,,,2,3
2019-04-18 16:30:30,2019-04-18 16:36:49,IP Address,129.78.56.129,100,379,True,2019-04-18 16:36:50,R_p5hyFIAblp1hP5T,,,,,-33.859100341796875,151.2001953125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",1234,Male,12,No,,Afghanistan,Less than 1,None,1,2,3,4,5,23,77,0,0,0,2,2
2019-04-18 16:36:59,2019-04-22 15:12:12,IP Address,129.78.56.129,100,340513,True,2019-04-22 15:12:13,R_1C2QS42R6iir442,,,,,-33.859100341796875,151.2001953125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",1234,Female,11,No,,Afghanistan,Less than 1,None,1,2,3,4,5,82,18,0,0,0,1,3
2019-04-22 15:13:07,2019-04-22 15:13:39,IP Address,129.78.56.129,100,31,True,2019-04-22 15:13:39,R_31gcBjE2ImcDOvo,,,,,-33.859100341796875,151.2001953125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",1234,Male,11,No,,Afghanistan,Less than 1,None,1,2,3,4,5,0,93,7,0,0,1,2
2019-04-22 15:29:14,2019-04-22 15:36:27,IP Address,125.254.44.79,100,433,True,2019-04-22 15:36:27,R_1M68pgdDQw1CkOs,,,,,-33.859100341796875,151.2001953125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5cbbdca767e38d000193a3f7,Female,21,Other (please specify),Serbian,Australia,1,Undergraduate degree,3,4,1,5,2,34,29,22,10,5,2,3
2019-04-22 15:32:54,2019-04-22 15:39:08,IP Address,109.123.74.183,100,374,True,2019-04-22 15:39:08,R_1f3Dm0wuhs6hwLQ,,,,,51.5164031982421875,-0.0930023193359375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",57617fdb1a5ecc0006fc3860,Male,65,No,,United Kingdom of Great Britain and Northern Ireland,More than 10,Undergraduate degree,2,3,4,1,5,33,20,9,38,0,2,2
2019-04-22 15:44:35,2019-04-22 15:49:10,IP Address,121.208.52.246,100,274,True,2019-04-22 15:49:10,R_3GxmhVevQY31ZB8,,,,,-37.882598876953125,144.700286865234375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59b3bdb37f6c84000151c199,Male,50,Italian,,Australia,Less than 1,None,3,4,2,1,5,15,20,25,30,10,1,1
2019-04-22 15:57:38,2019-04-22 16:01:53,IP Address,94.192.105.217,100,255,True,2019-04-22 16:01:54,R_3lRBhDdfhUot4Zl,,,,,52.713104248046875,-0.3516998291015625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",582086da97b5100001b9b830,Female,31,No,,United Kingdom of Great Britain and Northern Ireland,2,None,4,2,3,5,1,51,20,11,10,8,1,3
2019-04-22 16:01:45,2019-04-22 16:07:46,IP Address,161.17.0.1,100,360,True,2019-04-22 16:07:46,R_3IbK4nfMHFfELml,,,,,51.489105224609375,-0.1107025146484375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c551ac89fcbc40001dc31a0,Male,26,Other (please specify),Russian,United Kingdom of Great Britain and Northern Ireland,Less than 1,None,4,3,2,5,1,10,15,32,0,43,2,2
2019-04-22 16:03:19,2019-04-22 16:08:10,IP Address,108.162.107.165,100,290,True,2019-04-22 16:08:11,R_1jHB51ERF7281Cq,,,,,42.4208984375,-82.19930267333984375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c92787fc1513a0017d37683,Female,32,No,,Canada,5,High school,5,3,1,4,2,5,15,45,10,25,2,2
2019-04-22 16:08:57,2019-04-22 16:12:08,IP Address,47.203.81.213,100,191,True,2019-04-22 16:12:08,R_2atKS2cz0AsstzP,,,,,27.8401947021484375,-82.64929962158203125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b0a27791e55760001b9389e,Male,32,No,,United States of America,Less than 1,None,1,3,5,2,4,35,30,21,10,4,1,3
2019-04-22 16:10:40,2019-04-22 16:14:47,IP Address,190.164.52.241,100,246,True,2019-04-22 16:14:48,R_2Y65fft3fkqGK27,,,,,-36.83349609375,-73.04869842529296875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5bb28b15d8afe200018d104e,Male,25,Spanish,,Chile,Less than 1,None,4,3,1,5,2,10,25,30,10,25,1,3
2019-04-22 16:01:19,2019-04-22 16:15:09,IP Address,60.226.130.188,100,830,True,2019-04-22 16:15:10,R_3nuZkGvi3CJbfxd,,,,,-27.47320556640625,153.021514892578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c6fa82e8cafb60001a894d9,Male,30,No,,Australia,Less than 1,None,3,2,4,5,1,10,25,15,20,30,2,1
2019-04-22 16:13:42,2019-04-22 16:16:30,IP Address,114.76.97.37,100,168,True,2019-04-22 16:16:31,R_2f8qi5nEKQY6U3G,,,,,-37.83489990234375,144.847412109375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c9a1fb2ca99390016cf8877,Male,22,Chinese,,Australia,1,Undergraduate degree,2,3,5,1,4,0,0,0,100,0,2,1
2019-04-22 16:08:34,2019-04-22 16:19:13,IP Address,176.103.78.183,100,638,True,2019-04-22 16:19:13,R_3rYwuHZuvXLGUFi,,,,,50.28179931640625,19.5634002685546875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5bb7804a56161d0001ffee69,Male,59,Other (please specify),polish,Poland,More than 10,Masters degree,4,1,2,5,3,10,21,51,10,8,2,2
2019-04-22 16:14:22,2019-04-22 16:20:08,IP Address,71.95.192.252,100,345,True,2019-04-22 16:20:10,R_3JBayro1vpKnSpP,,,,,34.0915069580078125,-118.13069915771484375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c74fe1684e5e0000122e276,Male,27,No,,United States of America,5,Undergraduate degree,2,3,5,1,4,26,19,0,53,2,2,3
2019-04-22 16:16:24,2019-04-22 16:21:13,IP Address,46.177.249.202,100,289,True,2019-04-22 16:21:16,R_1hHcSR4O96XFUaf,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c17a9fbfeaf2c0001c4b19a,Male,20,Greek,,Greece,3,Undergraduate degree,2,1,5,4,3,10,75,0,0,15,2,1
2019-04-22 16:19:24,2019-04-22 16:22:22,IP Address,90.206.206.220,100,178,True,2019-04-22 16:22:24,R_1GQhTp8JIv83qgJ,,,,,52.713104248046875,-0.3516998291015625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a62653a63394a000155489f,Female,31,No,,United Kingdom of Great Britain and Northern Ireland,Less than 1,None,3,4,1,5,2,32,28,22,17,1,2,1
2019-04-22 16:20:32,2019-04-22 16:22:30,IP Address,50.72.66.237,100,117,True,2019-04-22 16:22:30,R_3lJmHqgO0llY4ls,,,,,49.91949462890625,-97.13539886474609375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5bb5a21470f8df0001bf868f,Female,46,No,,Canada,2,High school,3,4,1,2,5,26,0,40,34,0,1,3
2019-04-22 16:19:14,2019-04-22 16:23:06,IP Address,180.222.8.110,100,232,True,2019-04-22 16:23:07,R_3PcAlUFvejnJ6cU,,,,,-38.1470947265625,144.360687255859375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c6654800487640001024fe8,Female,23,No,,Australia,Less than 1,None,2,4,5,1,3,20,8,0,60,12,1,2
2019-04-22 16:19:22,2019-04-22 16:24:12,IP Address,90.191.166.115,100,290,True,2019-04-22 16:24:14,R_6y4u233nzr4lRkZ,,,,,58.3661041259765625,26.7360992431640625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c73dadaca5ae000019019d9,Female,26,Other (please specify),Estonian,Estonia,4,None,4,2,3,5,1,10,30,15,3,42,2,3
2019-04-22 16:22:23,2019-04-22 16:26:45,IP Address,175.33.245.201,100,261,True,2019-04-22 16:26:47,R_yrsvsJN2Eilqs6Z,,,,,-37.82330322265625,145.085693359375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5ba9cc1c8e137f0001624ff5,Female,30,No,,Australia,Less than 1,None,4,3,1,5,2,40,25,15,10,10,1,1
2019-04-22 16:23:42,2019-04-22 16:28:14,IP Address,195.147.86.9,100,271,True,2019-04-22 16:28:15,R_3mgUsL1EVD5rgcG,,,,,55.932403564453125,-2.3625030517578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a0c036857cee70001767a58,Female,48,No,,United Kingdom of Great Britain and Northern Ireland,More than 10,Undergraduate degree,4,2,3,5,1,9,32,15,11,33,1,1
2019-04-22 16:24:15,2019-04-22 16:28:17,IP Address,71.204.184.247,100,242,True,2019-04-22 16:28:18,R_Xh06mKPWeo2FZFD,,,,,37.3209075927734375,-121.91259765625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c42830d1ddd660001c9a06d,Male,25,No,,United States of America,Less than 1,High school,4,3,2,5,1,0,0,40,0,60,2,2
2019-04-22 15:56:21,2019-04-22 16:31:17,IP Address,75.142.227.170,100,2095,True,2019-04-22 16:31:17,R_1oFjLUyAFFklCRB,,,,,39.6260986328125,-119.6996002197265625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5baec88f733441000102c719,Male,21,No,,United States of America,Less than 1,High school,2,3,5,1,4,50,22,14,11,3,2,3
2019-04-22 16:30:38,2019-04-22 16:32:52,IP Address,82.42.176.79,100,134,True,2019-04-22 16:32:52,R_1ozsARKykpZwwCO,,,,,51.5157928466796875,-0.42340087890625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c38642b1ede2b0001156a1b,Female,39,Italian,,United Kingdom of Great Britain and Northern Ireland,More than 10,High school,4,3,2,5,1,51,0,0,49,0,1,1
2019-04-22 16:30:08,2019-04-22 16:37:56,IP Address,176.12.107.132,100,468,True,2019-04-22 16:37:57,R_1oCswpdUoEzMkQv,,,,,51.454193115234375,-0.098297119140625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c4f531b633aa700015978c8,Female,34,No,,United Kingdom of Great Britain and Northern Ireland,More than 10,None,4,2,3,5,1,0,20,30,0,50,2,2
2019-04-22 16:16:22,2019-04-22 16:39:41,IP Address,70.23.17.181,100,1399,True,2019-04-22 16:39:42,R_yyTAFmKJBflM5j3,,,,,40.6367950439453125,-74.0005035400390625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c1f813fda51990001e14fd0,Female,28,Vietnamese,,United States of America,Less than 1,High school,1,2,4,3,5,26,26,15,18,15,1,3
2019-04-22 16:36:55,2019-04-22 16:41:02,IP Address,86.30.223.245,100,246,True,2019-04-22 16:41:02,R_2TUcPbo6LEWjSHV,,,,,52.65130615234375,-1.0876007080078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5cb6c4b115f5d200176023c4,Female,38,No,,United Kingdom of Great Britain and Northern Ireland,More than 10,High school,4,3,1,5,2,45,34,8,9,4,1,2
2019-04-22 16:36:09,2019-04-22 16:41:42,IP Address,82.160.125.50,100,332,True,2019-04-22 16:41:43,R_3QWzpYleYEjkE9D,,,,,52.0570068359375,20.4429931640625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b9be2318af6ef000117a619,Male,30,Other (please specify),Polish,Poland,4,Masters degree,4,3,2,5,1,10,20,30,10,30,1,1
