StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q81,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q71_1,Q71_2,Q71_3,Q71_4,Q71_5,Q72,allocation,targetNPV,Q72 - Topics
2018-09-04 22:36:14,2018-09-04 22:44:08,IP Address,5.68.23.91,100,474,True,2018-09-04 22:44:09,R_2aPv8H4sQYrXLg1,,,,,52.966705322266,-1.1667022705078,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59e1ecc662637600014a74ac,Female,38,No,,United Kingdom of Great Britain and Northern Ireland,Some college but no degree,7,7,60,8,18,13,15,87,14,46,"Most of the money is to the high end ones, with a little to the low end ones. ",10,21,44,22,3,80,50,53,73,88,"I think I’ve put the most money towards to highest value items and invested a little in the lower end ones, still aiming for a decent return on them. ",1,894,
2018-09-04 22:35:13,2018-09-04 22:44:48,IP Address,109.158.211.37,100,574,True,2018-09-04 22:44:49,R_11jsAYhWb4dbTRv,,,,,53,-2.1833038330078,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",568bafa939a70e000c57ffa5,Female,41,No,,United Kingdom of Great Britain and Northern Ireland,Master's degree,31,13,3,47,6,56,59,63,74,67,I have considered the npv for each product. I am not sure about which of the models is higher end compared to the others,17,9,2,63,9,61,65,64,97,66,Project four is a high end item and has a high npv,1,888,
2018-09-04 22:33:23,2018-09-04 22:45:45,IP Address,83.39.210.155,100,741,True,2018-09-04 22:45:45,R_2cAfkbjCYPkSVRj,,,,,40.41650390625,-3.7026062011719,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5ab6ca37f5918d00012ead81,Female,44,Spanish,,Spain,Master's degree,4,5,49,18,24,81,81,90,62,74,I think that the products of projects 3 and 5 are the best laptops.,33,28,20,8,11,43,56,7,64,69,I think that none of the products are high-end products,1,890,
2018-09-04 22:40:22,2018-09-04 22:45:58,IP Address,90.221.130.13,100,336,True,2018-09-04 22:45:59,R_2744fYWIJADScI0,,,,,51.579406738281,0.02459716796875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a9ff59ef053610001722f19,Female,32,No,,United Kingdom of Great Britain and Northern Ireland,Associate degree in college (2-year),23,0,0,0,77,4,0,0,87,0,Npv make it look like biggest profit,20,6,2,72,0,0,0,0,85,0,It seams as thought it would make most profits,2,883,
2018-09-04 22:45:07,2018-09-04 22:49:07,IP Address,82.43.83.105,100,239,True,2018-09-04 22:49:07,R_2Pv51OY0cW3ubG0,,,,,51.13330078125,0.28329467773438,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b0888f5be74930001d31775,Female,42,No,,United Kingdom of Great Britain and Northern Ireland,Some college but no degree,24,28,20,16,12,45,46,43,56,49,I have equally allocated the money as each item can then be made adequately,28,40,12,14,6,53,59,69,74,73,I have allocated to the items that will ultimately make more money and possibly more need for,1,875,
2018-09-04 22:40:23,2018-09-04 22:49:08,IP Address,82.47.73.87,100,525,True,2018-09-04 22:49:08,R_22POSvMBnTVeR5N,,,,,53.36669921875,-1.5,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",598371409dfc3e00011d85b5,Female,47,No,,United Kingdom of Great Britain and Northern Ireland,Some college but no degree,13,15,41,15,16,1,1,1,1,1,i think more would sell at the cheaper price but then the price is extremely low and i think people could question the price,1,15,77,6,1,10,14,51,5,0,the prices for some items are believeable and the others seem a huge cost to make a gamble on sales,2,897,
2018-09-04 22:40:27,2018-09-04 22:49:39,IP Address,37.6.0.99,100,552,True,2018-09-04 22:49:39,R_BGoaDEOQwphlh7z,,,,,37.983306884766,23.733306884766,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5841bad1164cd30001c34970,Male,20,Greek,,Greece,Some college but no degree,9,24,20,16,31,66,50,65,23,90,"NPV is not always accurate, that's why I prefer PROJECT 5. Specifications are good too",2,66,9,3,20,95,100,22,41,32,Project number 2 seems way more profitable than the other 4.,2,879,
2018-09-04 22:42:13,2018-09-04 22:51:46,IP Address,37.189.26.171,100,573,True,2018-09-04 22:51:47,R_1gnCNIGt7b126Er,,,,,41.149597167969,-8.6109924316406,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a4d409dd5b53b0001f829f1,Male,24,Other (please specify),Portuguese,Portugal,Bachelor's degree in college (4-year),0,0,40,0,60,60,60,60,60,60,Project 3 is the most high-end product but it has a very low NPV. Project 5 is medium-range and has a more moderate NPV. I tried to balance investment between the two,10,20,30,0,40,50,20,20,100,80,"The backpack seems to be the most high-end product. The laptop is subpar, even having the highest NVP. I'm not sure about the specifications of the other products.",2,867,
2018-09-04 22:39:35,2018-09-04 22:52:13,IP Address,2.43.169.20,100,758,True,2018-09-04 22:52:14,R_2PjOTsArQzTkVYt,,,,,45.348007202148,9.9682006835938,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",593903964f76be000186cd9e,Female,50,Italian,,Italy,High school graduate (high school diploma or equivalent),26,14,2,50,8,82,78,96,100,80,I invest more in the projects which have a greater estimated NPV.,26,16,6,39,13,71,61,87,96,58,I invest more on projects 4 and 1 because of the high estimated NPV and also because they are frequently used products.,1,851,
2018-09-04 22:39:17,2018-09-04 22:52:28,IP Address,92.26.48.150,100,791,True,2018-09-04 22:52:29,R_3fwqt8gHxVtIRAv,,,,,52.083297729492,1.1667022705078,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",596275bf0b835400010a75e6,Female,31,Other (please specify),Bulgarian,United Kingdom of Great Britain and Northern Ireland,Master's degree,2,12,74,2,10,56,21,22,60,24,"Every year computer needs more resources to run new apps, games, etc. With such a competitive market i need the onewith better parameters in order to have achance",11,15,12,1,61,21,23,33,84,55,A lot of people use backpack. If it is well made peoplecan spend more money and try this new brand. There are too many companies that sell shampoo and laundry machine. The laptop is not good enough. Mountain bikes is good choice but it depends on the price,2,880,
2018-09-04 22:42:22,2018-09-04 22:53:27,IP Address,51.9.110.58,100,664,True,2018-09-04 22:53:27,R_Wv1JPJIL99qqlvr,,,,,53.177200317383,-2.5334014892578,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5aead25562ac0e00010974b1,Male,54,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),9,18,43,4,26,50,51,50,51,51,"The company needs to make a profit, so high NPV should be supported, but the company aim is to be a force in high-end goods, so these should be invested in, provided the company can make a profit overall.",0,21,21,0,58,100,52,53,100,72,Project #1 fails on safety. Project 4 is low spec. The others have the potential for establishing a quality image and making a profit.,1,888,
2018-09-04 22:40:58,2018-09-04 22:54:04,IP Address,130.159.42.209,100,785,True,2018-09-04 22:54:05,R_0cSdpPDCoggNCGB,,,,,55.865097045898,-4.2575988769531,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a1ad0b80fff620001a6d7ac,Female,42,No,,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,30,20,8,30,12,71,72,71,71,73,"I want to invest in something that will give me a return but also to develop new technology so am balancing technical progress and my own financial benefit. ",6,44,6,22,22,95,72,95,47,46,Balancing altruistic benefit societally with financial gain.,1,856,
2018-09-04 22:44:59,2018-09-04 22:55:56,IP Address,188.251.56.46,100,656,True,2018-09-04 22:55:56,R_vGZtz4iWmHRRqBX,,,,,39.822204589844,-7.4909057617188,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a6385f8b9e3b50001a6f4c3,Male,18,Other (please specify),Portuguese,Portugal,Some college but no degree,20,15,5,50,10,65,75,76,82,73,Based on the estimated NPV.,25,20,5,35,15,70,70,70,70,70,My decision is purely based on the estimated NPV.,1,873,
2018-09-04 22:46:04,2018-09-04 22:56:13,IP Address,108.14.43.168,100,608,True,2018-09-04 22:56:13,R_POmRIJ9u8mBldGp,,,,,40.800598144531,-73.965301513672,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",584baa2151a9bc0001e16ba8,Female,41,No,,United States of America,Bachelor's degree in college (4-year),30,30,10,15,15,51,51,52,52,53,"I invested in the 'sweet spot' computers which are not crazy high end and not too low end, the kind of thing that will sell in good numbers but still make a decent profit margin. ",15,15,20,15,35,10,10,10,35,25,"This is kind of a nonsensical project. You're giving me information that either doesn't make sense to me or is actual nonsense. A dandruff reduction factor of 17? On a scale of what? 20? 100? Is that good or bad? Who knows? 

I decided that no one really wants a shampoo that smells from 3 meters away (good grief, what a nightmare), 8L seems really small for a laundry machine and 900 rpm seems insanely fast, I don't really understand much of what you said about the bike, the computer seems low end for 2018, and the backpack sounds really nice. ",2,864,
2018-09-04 22:43:50,2018-09-04 22:57:09,IP Address,68.114.60.44,100,798,True,2018-09-04 22:57:09,R_1FRMCp6Itcus9zY,,,,,42.17610168457,-71.599998474121,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b6bacf00afa6f000107210f,Female,58,No,,United States of America,"Professional degree (JD, MD)",40,38,13,4,5,50,49,42,48,48,"If I base this considerably on the NPV, then projects one and two seem to be where we should put the most money. The configurations of the computers are on the higher end, which would be desirable for a luxury brand. Obviously, the configuration for Project 3 is the most interesting, highest end, but the NPV is the smallest. It might be worth putting some money into that, though, as the computer itself is interesting. ",16,15,6,56,7,51,51,52,62,51,"If the company is interested in the higher end luxury, the type of product matters. Given the higher NPV, the laptop seemed to fit into this category and would be a good investment. The backpack and mountain bike do not seem to fit into the higher end category, so I was not inclined to put much money into those. The laundry machine and the shampoo were bigger questions for me. The NPV is good, but I was not sure they fit well into the luxury category. Had the shampoo not been a dandruff shampoo, I probably would have invested more there. ",1,874,
2018-09-04 22:47:18,2018-09-04 23:00:49,IP Address,92.40.248.211,100,811,True,2018-09-04 23:00:50,R_3sajfnXW4AMgFWI,,,,,51.514205932617,-0.093093872070312,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b61736ae24c23000161ddb8,Female,28,Other (please specify),"Portuguese ",United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),0,0,48,52,0,65,54,78,80,75,"I based my decision in the NPV and the consumer necessities ",32,18,0,50,0,41,24,51,77,7,I did my investment according to the NPV. But not necessarily it was the product that I liked the most,1,853,
2018-09-04 22:29:29,2018-09-04 23:01:16,IP Address,81.198.243.76,100,1906,True,2018-09-04 23:01:16,R_V565XM0qQgtqC7n,,,,,56.949996948242,24.100006103516,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b032410ba0b370001d2be06,Male,26,Other (please specify),Latvian,Latvia,Some college but no degree,25,29,0,36,10,58,62,100,61,79,"#1 seems like a good balance between NVP and high-end.
#2 seems more high-tech and what company would like to do.
#3 seems barely profitable, must be a reason why its NPV is so low.
#4 Is valued very high compared to others.
#5 Distributes risk.",21,20,10,34,15,71,51,52,78,65,"Distributed money to all projects to avoid too big risks.
Laptop project seems the most high-end of all thus the priority.
The shampoos NPV was considerably higher than the washing machine, but the washing machine seems more high-end porduct so they have similar budget.
Bike project seems rather cheap and low-end so low budget.
Backpack one seems good but there are better options.",2,883,
2018-09-04 22:45:38,2018-09-04 23:04:58,IP Address,89.142.152.140,100,1160,True,2018-09-04 23:04:59,R_2yfQmB9AnxxEInh,,,,,46.05110168457,14.505096435547,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59d35d3e23b3e500018f5345,Female,29,Other (please specify),Slovenian,Slovenia,Associate degree in college (2-year),8,10,35,8,39,72,61,37,50,64,"Projects 3 and 5 are the highest quality, therefore the most suitable for the company I'm supposed to lead. Project 3 is objectively better in terms of specifications, but the NVP is much lower. I think project number 5 is the best compromise between NVP and quality.",12,6,27,21,34,20,33,67,57,66,"3 and 5 are, in my opinion, more ""luxurious"" than the rest and out of the two I'd rather pick 5 because the NVP is larger.",1,897,
2018-09-04 22:51:54,2018-09-04 23:05:17,IP Address,95.94.236.129,100,802,True,2018-09-04 23:05:17,R_W721KeVkCZBzrk5,,,,,38.716705322266,-9.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59c38a3f123c6a000123523d,Male,31,Other (please specify),Portuguese,Portugal,Master's degree,31,0,0,49,20,61,63,59,89,74,"The same product, a laptop, in this case i've decided for the 2 more profitable projects, 1 and 4, and the second most advanced model (project 5)",30,0,0,50,20,80,32,33,91,74,"Decide for the most promising projects, NPV related and products that are part of the day-to-day consumables",1,878,
2018-09-04 22:52:00,2018-09-04 23:06:30,IP Address,80.41.142.83,100,869,True,2018-09-04 23:06:31,R_T1xVRViYp2kfXnr,,,,,53,-2.1833038330078,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59762ec9947fc700018fdfca,Female,30,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),13,18,35,12,22,56,54,74,60,40,I based my decision on the details of the laptop computer hard drive etc,8,28,24,26,14,49,51,35,59,49,"I based it on how much I think the item is necessary ",2,887,
2018-09-04 22:52:15,2018-09-04 23:10:23,IP Address,201.163.75.148,100,1088,True,2018-09-04 23:10:23,R_24qLuqQ9darfXEt,,,,,20.975402832031,-89.616996765137,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5aed1d27c4888a0001f35baf,Male,19,Spanish,,Mexico,High school graduate (high school diploma or equivalent),18,9,19,12,42,56,41,51,49,100,"Out of the 5 computers I believe that option 5 is the best because it has everything a normal user will use, with no extra things that will add more to the price tag.",16,31,18,25,10,40,63,60,68,52,"I believe people will be more interested to invest in a money saving laundry machine rather than a new shampoo, everyone needs a laptop and one with those specs is good for the first computer of a highschool student.
While not many people bike a lot there will certainly be a market for bikes.",2,863,
2018-09-04 22:46:38,2018-09-04 23:11:49,IP Address,78.15.172.144,100,1510,True,2018-09-04 23:11:49,R_2fcx4c8ks9dF1vM,,,,,39.229400634766,9.25,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b6d496396d3a50001c4e3ed,Male,30,Italian,,Italy,Bachelor's degree in college (4-year),10,45,15,10,20,60,70,50,50,60,"Not completely sure about project 1 hardware, anyway the NPV is good
Project 2 is a good tradeoff between specs of every project available, and the NPV is good
Project 3 is good, but it's better to not invest too much (it's far better to point on Project 4 has an outdated hardware, it's hard to think the market will accept a product like that. It would be good to understand if the product is designed for poor countries, but we haven't any information about, so it's better to not point in Project 4
Project 5 is a good product, the NPV is not so high, but it could be a good investment",11,30,2,12,45,50,70,40,50,70,"Project 1 is not completely safety and the smell may be too strong (3 meters)
Project 2 is well presented, it seems a convincing project
Project 3 is not very impressive because ""guaranteed for at least three tours""... Three tours seem to me too few: maybe the bike is not solid enough
Project 4 is not very impressive too because the hardware is dated: but the product could have been designed for third world countries, and it could be a good investment
Project 5 is presented very well, it could be a good investment",2,865,
2018-09-04 23:01:22,2018-09-04 23:13:34,IP Address,94.21.122.101,100,732,True,2018-09-04 23:13:35,R_3CUXOaDneJp3f3T,,,,,47.556198120117,19.068405151367,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a945d966475f900019fac27,Male,25,Other (please specify),Hungarian,Hungary,Some college but no degree,35,10,0,50,5,40,30,100,60,100,"Project 3 and 5 have low estimated NPV, so they seem to be a bad choice. Project 4 has the most NPV, but there should be more ""baskets"", so I decided to invest in the slightly worse Project 1 and 2 aswell.",35,10,0,50,5,50,40,100,60,100,It seems to be the most profitable combination.,2,880,
2018-09-04 22:50:56,2018-09-04 23:17:55,IP Address,212.95.8.248,100,1618,True,2018-09-04 23:17:55,R_6gRKxZ698rCz5ER,,,,,48.199996948242,16.36669921875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5aca75591667e40001d893c7,Female,38,Other (please specify),"German ",Austria,Associate degree in college (2-year),2,16,40,2,40,88,67,92,88,100,Projekt 3 and 5 are highend so i gave them the majority of the budget. Projekt 2 is not really highend but the npv might make it profitable to put more money in future development of high end products. Project 1 and 4 do not fit the firms quality policy.,20,20,20,20,20,35,33,37,42,39,"I have no comparison for the different product types so i dont know which is high quality. Therefore, i budget equaly.",2,857,
2018-09-04 23:15:23,2018-09-04 23:23:36,IP Address,94.9.204.103,100,493,True,2018-09-04 23:23:36,R_2qlKNcNlli3JhmS,,,,,52.416702270508,-1.5500030517578,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a8dcede8fe2dc00010652b8,Female,39,Other (please specify),"Punjabi ",United Kingdom of Great Britain and Northern Ireland,Doctoral degree,25,20,10,30,15,44,54,25,78,18,Grater confidence in higher npvs,30,20,5,35,10,78,70,19,14,92,Estimations based on estimated npv. The higher the Npv the greater the confidence,1,877,
2018-09-04 23:16:57,2018-09-04 23:27:23,IP Address,109.148.88.117,100,625,True,2018-09-04 23:27:23,R_WkAET0r6gr0yDpD,,,,,50.261703491211,-5.0433044433594,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59c38ae8c458e800017b5bea,Female,46,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),10,11,40,5,34,50,50,50,50,50,I used the NPV and remembered that the company wants to invest in high eng products so I gave more budget to the more expensive products,28,20,3,36,13,50,50,50,50,50,I used the NPV to calculate which product would be more deserving of the budget spend,1,869,
