StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q81,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q71_1,Q71_2,Q71_3,Q71_4,Q71_5,Q72,Q101_1,Q101_2,Q101_3,Q101_4,Q101_5,Q102_1,Q102_2,Q102_3,Q102_4,Q102_5,Q103_1,Q103_2,Q103_3,Q103_4,Q103_5,Q104,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Q99,Q88_1,Q88_2,Q88_3,Q88_4,Q88_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19,errorAllocation,alignAllocation
2018-09-12 16:28:22,2018-09-12 16:39:26,IP Address,91.125.154.201,100,664,True,2018-09-12 16:39:26,R_qzwjLC3FhgambmN,,,,,52.75,0.38330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",55a30e9dfdf99b246a8ba909,Female,73,No,,United Kingdom of Great Britain and Northern Ireland,Master's degree,,,,,,,,,,,,,,,,,4,2,3,5,1,34,28,18,13,7,69,55,47,47,47,"The attributes of the products being more important than the NPV it would seem logical to rank the laptops by perceived appeal.  However, development could take a long time and who knows what would be most profitable/in demand by the time they come to market.  Also, the attributes of some may render them more niche in their appeal to purchasers and although costing more to buy (high end) their appeal may be more limited so less volume is sold.   It is such a subjective assessment and my confidence in my selections is not high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 14:38:41,2018-09-12 14:40:18,IP Address,129.78.56.189,79,97,False,2018-09-19 14:40:20,R_1DUb6dzpbycfqTR,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",1234,Female,12,No,,Albania,Less than high school degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
2018-09-12 15:49:06,2018-09-12 15:53:19,IP Address,90.211.72.246,12,252,False,2018-09-19 15:53:21,R_2Bzl4rz8faMZnAn,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b86d36da89e62000113bf31,Male,31,Other (please specify),bulgarian,Bulgaria,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 15:50:05,2018-09-12 15:55:19,IP Address,213.127.92.80,45,313,False,2018-09-19 15:55:55,R_tGp9mc5VKJHnbsl,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",56b1c58c390ebc000d5bf001,Male,38,No,,Netherlands,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 15:59:53,2018-09-12 16:05:20,IP Address,177.228.113.205,36,326,False,2018-09-19 16:05:30,R_2VyxU0gBAbXINnT,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 16:05:06,2018-09-12 16:05:32,Spam,177.228.113.205,36,26,False,2018-09-19 16:05:41,R_3FW1Jxi1MtZFXte,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 15:51:32,2018-09-12 16:06:23,IP Address,47.136.201.173,69,890,False,2018-09-19 16:06:26,R_3Eb6uoUPydESJZx,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
2018-09-12 16:06:05,2018-09-12 16:06:33,Spam,177.228.113.205,3,27,False,2018-09-19 16:06:35,R_2pXEkwlZrat3Y7D,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 16:05:32,2018-09-12 16:06:23,Spam,177.228.113.205,3,51,False,2018-09-19 16:06:52,R_9ukBUp2osewclK9,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 16:07:08,2018-09-12 16:07:28,Spam,177.228.113.205,69,20,False,2018-09-19 16:07:52,R_2VKn3wNd08RrFRf,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
2018-09-12 16:09:06,2018-09-12 16:10:03,Spam,177.228.113.205,36,56,False,2018-09-19 16:10:44,R_3feP1J40qbK6Jjp,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 16:12:21,2018-09-12 16:12:42,Spam,177.228.113.205,36,20,False,2018-09-19 16:12:52,R_1OjiJojxXWLDHjf,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 16:13:50,2018-09-12 16:19:41,IP Address,47.150.5.22,12,351,False,2018-09-19 16:19:51,R_3hcCl0tVeNybvi9,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b67b02cdc84c60001741b21,Male,18,Korean,,United States of America,High school graduate (high school diploma or equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-10-11 10:57:06,2018-10-11 10:57:58,Survey Preview,,100,51,True,2018-10-11 10:57:58,R_2uQca4eqsELvaj5,,,,,-33.8612060546875,151.198211669921875,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,1
