StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q133,Q83,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,project1_1,project1_2,project1_3,project1_6,project1_7,project1_4,project1_5,project1_8,project1_9,project1_10,project1_11,project2_1,project2_2,project2_3,project2_6,project2_7,project2_4,project2_5,project2_8,project2_9,project2_10,project2_11,project3_1,project3_2,project3_3,project3_6,project3_7,project3_4,project3_5,project3_8,project3_9,project3_10,project3_11,project4_1,project4_2,project4_3,project4_6,project4_7,project4_4,project4_5,project4_8,project4_9,project4_10,project4_11,project5_1,project5_2,project5_3,project5_6,project5_7,project5_4,project5_5,project5_8,project5_9,project5_10,project5_11,npvCond,alignCond
2019-04-22 17:00:18,2019-04-22 17:03:26,IP Address,176.58.227.173,100,188,True,2019-04-22 17:03:27,R_2dfNoANDP3VGOo7,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,5bd7545f0348350001535d18,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,25,Greek,,Greece,1,44,26,30,0,0,0,0,0,0,0,0,30,34,36,0,0,0,0,0,0,0,0,5,11,17,46,21,0,0,0,0,0,0,58,27,15,0,0,0,0,0,0,0,0,25,35,28,8,4,0,0,0,0,0,0,2,1
2019-04-22 16:56:17,2019-04-22 17:03:33,IP Address,146.200.101.56,100,435,True,2019-04-22 17:03:34,R_1gLM5sPdZQIFwQN,,,,,51.163604736328125,0.2483062744140625,anonymous,EN,5c61ea5e06bb4a0001627daa,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,38,No,,United Kingdom of Great Britain and Northern Ireland,0,0,0,0,1,13,30,22,14,9,6,5,0,0,0,0,2,13,18,25,20,14,8,0,0,0,0,6,12,19,28,18,11,6,0,0,0,0,0,8,13,18,29,18,14,0,0,0,5,13,20,30,21,9,2,0,1,1
2019-04-22 16:59:52,2019-04-22 17:03:34,IP Address,81.111.103.193,100,222,True,2019-04-22 17:03:35,R_Ti1wm1Y942Yydy1,,,,,55.933502197265625,-3.253997802734375,anonymous,EN,5c8979aa1bc8cf00017eb8a8,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,33,No,,United Kingdom of Great Britain and Northern Ireland,5,0,0,0,0,0,24,24,27,25,0,0,0,26,29,31,14,0,0,0,0,0,0,53,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,45,0,0,0,61,39,0,0,0,0,0,0,1,2
2019-04-22 16:54:18,2019-04-22 17:03:35,IP Address,95.160.157.44,100,557,True,2019-04-22 17:03:36,R_1LO3hrmX56AvpV3,,,,,52.19110107421875,20.88470458984375,anonymous,EN,5cb6068cb79eec001440442a,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,43,Other (please specify),polski,Poland,0,60,0,40,0,0,0,0,0,0,0,0,50,20,20,10,0,0,0,0,0,0,0,0,0,30,20,50,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,1,1
2019-04-22 16:56:14,2019-04-22 17:03:39,IP Address,62.65.37.9,100,445,True,2019-04-22 17:03:40,R_3PjWoqq3qL8nn3I,,,,,59.346405029296875,26.355804443359375,anonymous,EN,5bfe64c6c83f04000142bb36,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,29,Other (please specify),Estonian,Estonia,4,9,50,31,10,0,0,0,0,0,0,0,18,51,29,2,0,0,0,0,0,0,0,50,30,15,5,0,0,0,0,0,0,0,18,41,31,10,0,0,0,0,0,0,0,12,41,30,17,0,0,0,0,0,0,0,1,2
2019-04-22 16:49:15,2019-04-22 17:03:39,IP Address,93.148.170.56,100,864,True,2019-04-22 17:03:40,R_3p4r0tkZ2alGyMp,,,,,40.46209716796875,17.2462005615234375,anonymous,EN,58a769acd6a2220001179539,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,59,Italian,,Italy,1,40,25,15,11,7,2,0,0,0,0,0,40,25,15,10,6,3,0,0,0,1,0,40,20,20,14,5,1,0,0,0,0,0,30,25,20,15,5,5,0,0,0,0,0,30,25,20,15,6,4,0,0,0,0,0,1,1
2019-04-22 16:59:51,2019-04-22 17:03:46,IP Address,151.32.55.139,100,234,True,2019-04-22 17:03:46,R_NWkLkV79XJOLr2N,,,,,45.0724945068359375,7.6876983642578125,anonymous,EN,5b20cb393522660001b489e5,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,20,Other (please specify),Russian,Italy,0,20,26,32,22,0,0,0,0,0,0,0,8,14,21,29,28,0,0,0,0,0,0,2,3,6,16,38,35,0,0,0,0,0,34,30,27,9,0,0,0,0,0,0,0,14,21,28,37,0,0,0,0,0,0,0,2,2
2019-04-22 16:55:55,2019-04-22 17:03:53,IP Address,84.217.58.52,100,478,True,2019-04-22 17:03:54,R_Uux2mkJuFPANBSx,,,,,55.7028045654296875,13.1927032470703125,anonymous,EN,5be2172e8a2c800001624f31,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,25,Other (please specify),Swedish,Sweden,0,2,2,3,19,27,23,10,4,1,1,8,22,5,4,7,10,10,9,4,4,5,20,3,3,2,25,30,25,3,3,2,2,2,5,3,2,2,9,3,8,10,15,18,25,1,2,2,21,23,23,21,2,2,2,1,1,1
2019-04-22 16:59:41,2019-04-22 17:03:55,IP Address,75.132.175.37,100,253,True,2019-04-22 17:03:56,R_2z5PozewgwqMcpv,,,,,38.54339599609375,-90.03510284423828125,anonymous,EN,581f7a5a8b59c10001c1751f,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,24,No,,United States of America,1,40,37,23,0,0,0,0,0,0,0,0,41,24,35,0,0,0,0,0,0,0,0,47,32,21,0,0,0,0,0,0,0,0,26,40,27,7,0,0,0,0,0,0,0,22,18,11,11,20,18,0,0,0,0,0,1,1
2019-04-22 16:57:52,2019-04-22 17:04:06,IP Address,79.184.15.170,100,373,True,2019-04-22 17:04:07,R_2pVNaDFfLd4FJI5,,,,,52.25030517578125,21.000701904296875,anonymous,EN,5b76e19d948cc40001da0e50,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,29,Other (please specify),Polish,Poland,1,0,0,0,0,0,30,30,40,0,0,0,0,0,0,18,37,30,15,0,0,0,0,0,0,0,0,0,20,50,30,0,0,0,0,0,0,10,60,30,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,1,1
2019-04-22 17:00:40,2019-04-22 17:04:11,IP Address,95.176.144.85,100,210,True,2019-04-22 17:04:11,R_3RmRcaHXoipjGeN,,,,,46.283294677734375,15.0666961669921875,anonymous,EN,5c50c0c2882c030001de8719,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,23,Other (please specify),Slovenian,Slovenia,0,60,30,10,0,0,0,0,0,0,0,0,51,30,19,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,50,20,30,0,0,0,0,0,0,0,0,30,41,29,0,0,0,0,0,0,0,0,2,1
2019-04-22 16:59:44,2019-04-22 17:04:18,IP Address,93.144.54.177,100,274,True,2019-04-22 17:04:19,R_3VDSfA1V7Hy97eF,,,,,40.85260009765625,14.26849365234375,anonymous,EN,5c241d69da51990001e23776,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,25,Italian,,Italy,0,0,0,20,15,9,6,5,9,10,12,14,20,17,14,13,9,8,7,5,3,2,2,0,6,5,7,12,23,16,10,11,6,4,0,0,0,0,0,0,0,0,15,40,45,42,35,20,3,0,0,0,0,0,0,0,1,1
2019-04-22 16:58:02,2019-04-22 17:04:23,IP Address,68.4.194.221,100,380,True,2019-04-22 17:04:23,R_OEdxKLtbXyuPMhX,,,,,33.61279296875,-117.662200927734375,anonymous,EN,5c6e38932b1b8a0001a2cb3b,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,44,No,,United States of America,10,30,60,10,0,0,0,0,0,0,0,0,20,30,30,20,0,0,0,0,0,0,0,10,10,20,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,50,0,50,0,0,0,0,0,1,1
2019-04-22 16:54:59,2019-04-22 17:04:32,IP Address,82.132.215.118,100,572,True,2019-04-22 17:04:32,R_5i2KoBP5E0LnspH,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,5bedb3c2e3368e0001e0225c,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,33,No,,United Kingdom of Great Britain and Northern Ireland,0,77,14,4,3,2,0,0,0,0,0,0,68,19,5,3,3,2,0,0,0,0,0,80,13,4,2,1,0,0,0,0,0,0,89,8,3,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,1
2019-04-22 16:56:10,2019-04-22 17:04:38,IP Address,2.216.110.218,100,508,True,2019-04-22 17:04:39,R_1eM1au5YEOkyztR,,,,,51.908599853515625,0.9208984375,anonymous,EN,56fd111d581aa6000f54d061,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,50,No,,United Kingdom of Great Britain and Northern Ireland,29,2,2,10,40,30,10,6,0,0,0,0,6,6,21,37,21,7,2,0,0,0,0,15,15,30,20,14,6,0,0,0,0,0,0,2,10,36,16,16,12,5,3,0,0,10,10,32,19,15,11,3,0,0,0,0,1,2
2019-04-22 16:58:48,2019-04-22 17:04:48,IP Address,150.143.212.223,100,359,True,2019-04-22 17:04:49,R_3HoDYCafsttE6Lv,,,,,55.016693115234375,-6.6667022705078125,anonymous,EN,5957a896eb4f4a00011688b5,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,52,No,,United Kingdom of Great Britain and Northern Ireland,0,66,34,0,0,0,0,0,0,0,0,0,62,38,0,0,0,0,0,0,0,0,0,32,33,22,13,0,0,0,0,0,0,0,75,17,8,0,0,0,0,0,0,0,0,6,25,23,23,23,0,0,0,0,0,0,2,1
2019-04-22 16:55:51,2019-04-22 17:04:52,IP Address,195.50.205.158,100,540,True,2019-04-22 17:04:52,R_1QGkv6pqP27CW6v,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,5c70232d78263500015658a6,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,31,Other (please specify),Estonian,Estonia,5,0,2,5,15,46,25,7,0,0,0,0,0,0,4,57,25,12,2,0,0,0,0,0,0,16,37,27,13,7,0,0,0,0,0,0,0,0,41,41,18,0,0,0,0,0,0,0,12,42,30,16,0,0,0,0,1,1
2019-04-22 16:58:26,2019-04-22 17:04:53,IP Address,94.195.151.200,100,386,True,2019-04-22 17:04:53,R_6YiQFy5zouiBdHb,,,,,52.3354034423828125,0.5211944580078125,anonymous,EN,57cdc1afa4804100018b5c34,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,35,No,,United Kingdom of Great Britain and Northern Ireland,0,8,18,34,25,10,3,2,0,0,0,0,9,19,30,38,4,0,0,0,0,0,0,54,28,18,0,0,0,0,0,0,0,0,22,31,21,18,8,0,0,0,0,0,0,17,18,25,24,15,1,0,0,0,0,0,2,2
2019-04-22 17:02:11,2019-04-22 17:05:00,IP Address,109.242.34.105,100,168,True,2019-04-22 17:05:00,R_W1ZkQ4NlzgCQgxz,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,5b479eb95a02af0001a79012,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,30,Greek,,Greece,2,6,27,16,15,0,0,0,22,0,0,14,6,18,15,7,24,0,0,9,0,13,8,3,21,14,0,14,26,11,0,0,0,11,19,8,15,0,6,23,9,0,0,15,5,25,11,13,0,21,7,0,23,0,0,0,1,2
2019-04-22 17:00:59,2019-04-22 17:05:02,IP Address,94.72.96.73,100,242,True,2019-04-22 17:05:02,R_26hdaJ11M5P5Z64,,,,,51.1999969482421875,22.6526031494140625,anonymous,EN,5c1deadd10677f0001d9f534,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,34,Other (please specify),Polish,Poland,0,33,31,36,0,0,0,0,0,0,0,0,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,42,0,0,0,0,65,0,0,35,0,0,0,0,0,0,0,55,0,45,0,0,0,0,0,0,0,0,2,2
2019-04-22 17:00:39,2019-04-22 17:05:37,IP Address,146.212.214.185,100,297,True,2019-04-22 17:05:38,R_1Lq9MYHpymLhlit,,,,,46.165496826171875,14.306304931640625,anonymous,EN,5ba9f6398a01680001ff10ea,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,41,Other (please specify),Slovenian,Slovenia,10,4,8,15,26,47,0,0,0,0,0,0,0,16,34,50,0,0,0,0,0,0,0,0,7,12,13,34,34,0,0,0,0,0,23,23,23,24,7,0,0,0,0,0,0,20,29,49,2,0,0,0,0,0,0,0,2,1
2019-04-22 16:58:26,2019-04-22 17:05:45,IP Address,80.197.123.99,100,438,True,2019-04-22 17:05:45,R_3oz6AsiCQpZlqMz,,,,,57.0500946044921875,9.924896240234375,anonymous,EN,5cbcdaaf1705d400017198cc,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,23,Other (please specify),Hungarian,Denmark,2,8,24,7,16,40,5,0,0,0,0,0,3,4,24,36,30,3,0,0,0,0,0,57,29,14,0,0,0,0,0,0,0,0,5,2,5,5,21,22,26,12,0,0,2,18,18,26,31,7,0,0,0,0,0,0,1,2
2019-04-22 16:59:35,2019-04-22 17:05:50,IP Address,146.66.40.160,100,375,True,2019-04-22 17:05:50,R_pPLw4QtDQvNpA7T,,,,,53.10400390625,-3.00360107421875,anonymous,EN,59d8c480b656e70001226266,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,57,No,,United Kingdom of Great Britain and Northern Ireland,40,2,3,16,21,27,31,0,0,0,0,0,7,12,20,27,23,11,0,0,0,0,0,0,4,27,27,23,13,6,0,0,0,0,0,0,7,21,35,37,0,0,0,0,0,0,8,17,38,20,17,0,0,0,0,0,1,2
2019-04-22 17:03:23,2019-04-22 17:05:57,IP Address,176.46.79.7,100,154,True,2019-04-22 17:05:58,R_0NBRIK4bGeM21tD,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,5c73b2319d8d3000016afac2,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,40,Other (please specify),estonian,Estonia,10,46,42,12,0,0,0,0,0,0,0,0,26,0,31,0,34,9,0,0,0,0,0,46,43,0,0,11,0,0,0,0,0,0,31,0,34,0,29,6,0,0,0,0,0,40,0,18,26,16,0,0,0,0,0,0,2,2
2019-04-22 16:59:21,2019-04-22 17:06:08,IP Address,82.14.98.141,100,406,True,2019-04-22 17:06:09,R_2dRWHmV1m4g94nD,,,,,51.5016021728515625,-0.2133026123046875,anonymous,EN,5c00652dca48ef0001e35dd4,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,34,Other (please specify),Twi,United Kingdom of Great Britain and Northern Ireland,5,0,0,52,0,17,31,0,0,0,0,0,49,26,25,0,0,0,0,0,0,0,0,55,28,17,0,0,0,0,0,0,0,0,0,31,27,42,0,0,0,0,0,0,0,10,47,43,0,0,0,0,0,0,0,0,2,2
2019-04-22 16:54:29,2019-04-22 17:06:13,IP Address,89.99.81.130,100,703,True,2019-04-22 17:06:13,R_2qkGVOB3S890lZl,,,,,51.9156036376953125,4.5146026611328125,anonymous,EN,5c6dbf2d62a18800014605a1,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,19,Other (please specify),Dutch,Netherlands,1,2,2,2,3,3,4,6,9,12,30,27,10,15,18,17,14,10,5,3,3,3,2,25,18,15,13,10,9,3,2,2,2,1,1,2,3,5,6,8,10,12,15,17,21,11,18,23,14,11,9,6,3,2,2,1,1,2
2019-04-22 16:59:04,2019-04-22 17:06:15,IP Address,90.91.129.25,100,431,True,2019-04-22 17:06:16,R_3MJrHdwi15ub1Wj,,,,,48.835601806640625,2.2548980712890625,anonymous,EN,5cb6e78bcf948e0012beb801,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,39,Other (please specify),French,France,0,0,0,4,11,14,28,18,15,8,2,0,0,8,31,30,24,7,0,0,0,0,0,55,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,11,19,29,34,14,58,28,0,0,0,0,0,0,0,0,1,2
2019-04-22 16:58:00,2019-04-22 17:06:19,IP Address,94.119.64.21,100,499,True,2019-04-22 17:06:20,R_2gZsiQbjTF4R22B,,,,,51.4022979736328125,0.045806884765625,anonymous,EN,5a32aec36629ee00015df667,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,49,No,,United Kingdom of Great Britain and Northern Ireland,0,0,0,74,26,0,0,0,0,0,0,0,0,0,0,42,46,12,0,0,0,0,0,0,0,6,42,42,10,0,0,0,0,0,0,0,0,0,0,40,35,25,0,0,0,0,0,0,0,0,34,23,15,12,12,4,2,2
